skill;check_line;backward_text
Perception;Go ahead and consider this a perception check.;books and look behind it, along the back of the actual bookshelf itself. You don't find any hidden pockets in there. There's a small cabinet underneath, and you open it up and there's a series of wooden and metal cups, wine goblets and various types of imbibement containers. Pushing through there, you do find one panel on the back that's a bit loose, and you slide it off and behind there you see a small leather book. I'll check it for traps. Make a-- Investigation? The weird perception/investigation thing for traps, this is the eternal debate back and forth.
Stealth;MATT: Make a stealth check-- sorry, a perception;That's loud. Okay. All right. In pirate clothes. Sure! Pirate Keg, Pirate Molly. Yeah. The most inconspicuous person. With a cloak over his head! Just a purple tiefling. You guys are disguised-- I did it. I already said it. Still Pass Without A Trace. Still trying to sneak out. Oh my god. Up on deck though, and see if anyone's around.
Stealth;MATT: Make stealth checks.;Run! We run. While stealthing? Or just running? Off the back of the boat. Okay. They have major disadvantage to try and spot you because they're distracted by the flames. Are we being stealthy? Yeah, we're stealthing. Were stealthing. Or running? No, we're stealthing. Quickly. We're moving from-- You're stealthing. We're stealthing!
Athletics;athletics check.;How's that charisma bonus working out for you? I'm lying great. This is going perfectly. You shot me! Now the screaming is less frantic and more a pained scream while the rest of the various watchers of the dock start making their way over, while you guys are swimming? I'm wet and upset! Why did you do that?! Just away and around. Okay, so you're probably following under the docks. All right. Both of you guys make an
Stealth;I need you both to make a stealth check to try to;you're walking. 19. 19! All right. The water, as it's coming in, the waves are crashing against the rocky edge and shore of Darktow Isle right here. Don't let go, Nott! I won't ever let go! One end of the docks, you can hear the footsteps passing overhead. Oh god! I'm letting go! They pass by. You guys make it over to the edge of the rocks and, with the water pushing, you manage to not be dashed against the rocks to any point of personal injury. You manage to climb up.
Perception;MATT: Yeah. Make a perception check.;something's up. You can see, now somebody is giving out directions to the other guards. Something is definitely not right, and the docks are now going into heightened search mode. Let's get the fuck out of here, right? Yeah. We're just going to calmly walk into town? I don't know. Okay. While you guys are doing that, Caleb, you see all this happening. Yeah, I would have quieted down with the singing and just tried to go more lowkey. I don't know what's going on, so I'm still watching the boat.
Intimidation;MATT: Make an intimidation check.;thing unfold. Boat. Bloated Cup. Back and forth. Waiting. You're lead back to the top of the docks. The figure has their hand on your shoulder and calls over somebody else. He goes, "Hey, Waynon! Looks like we got someone who's stowed away here "to Darktow." I say: Sup, Waynen? He looks over to you and goes, "What's your business?" I'm with Avantika's crew. You can ask her if you want, but I don't think you really want to. Pretty sure she's above your pay grade, am I right?
Perception;MATT: Make a perception check from this distance.;Sup, guys. How was your night walk? It went very well, I take it. Fjord, you're sitting over and you watch them all talking just outside of the inn. There was a little hiccup. Schmidle of a one. But we took care of it. Shh. Who's around? I mean, there are guards walking-- Do I see a commotion from here? The commotion seems to have died down at the moment. Nothing crazy going on on our ship? I don't see some figures or anything?
Perception;MATT: Make a perception check. Or actually, this;Okay. Hey, just throwing it out there, there seemed to be a couple of loose ends that we need to tie up. Can you make us an alibi? What do you mean? Like, suggest to someone that we were drinking with them all night, in case it's asked? They'll know. Oh, well then don't do that. Never mind. Who's really drunk, though? Is there someone real drunk? I assume a lot of people down there. Is anyone real drunk? Look real drunk in the tavern?
Insight;would be an insight check.;Hey, just throwing it out there, there seemed to be a couple of loose ends that we need to tie up. Can you make us an alibi? What do you mean? Like, suggest to someone that we were drinking with them all night, in case it's asked? They'll know. Oh, well then don't do that. Never mind. Who's really drunk, though? Is there someone real drunk? I assume a lot of people down there. Is anyone real drunk? Look real drunk in the tavern? Make a perception check. Or actually, this
