skill,backward_text,check_line,original_name
Sleight of Hand,"slip it - wooop - Merle Hey guys, what’s - whatcha doin’? [laughing] Make another sleight of hand check for me. Merle Gosh, what - what’s goin’ on over there?"," We’ll use dad’s original perception check to contest it, but go ahead and make that sleight of hand check. ",Sleight of Hand
Perception,"slip it - wooop - Merle Hey guys, what’s - whatcha doin’? [laughing] Make another sleight of hand check for me. Merle Gosh, what - what’s goin’ on over there?"," We’ll use dad’s original perception check to contest it, but go ahead and make that sleight of hand check. ",Perception
Athletics,"say it’s about twenty feet down. And then at the bottom of the pit, uh, is a tunnel leading into the cave. Let’s go in the pit! Let’s pit it!"," Um. You’ll have to uh, to make a - an athletics check if you wanna try and climb down, unless you wanna try and use some sort of special tool to get down there. ",Athletics
Athletics,"jump down. Okay, cool. I just did that thing - you could do that thing I did. Well, my athletics is higher. If I can get down there first -"," Okay, yeah. Yeah, roll a - roll a - roll an athletics check. [dice roll, clatter] ",Athletics
Nature,"spring. Do any of you have a nature skill? Could you check out those mushrooms, see if you know anything about them? & Hmm…. Uh, yes, I’m +3 for nature!", Okay. You can make a nature check if you want. Uh. Taako,Nature
Nature,"out those mushrooms, see if you know anything about them? & Hmm…. Uh, yes, I’m +3 for nature! Okay. You can make a nature check if you want. Uh. Taako", I’d like to make a nature check. ,Nature
Nature,"about them? & Hmm…. Uh, yes, I’m +3 for nature! Okay. You can make a nature check if you want. Uh. Taako I’d like to make a nature check. Mmkay."," No, wait a minute, that was saying that. [deeper voice] I’d like to make a nature check. ",Nature
Perception,"passive is, uhh… Mine’s 3. No, your passive perception would be...I think it’s ten - ten plus your - your perception modifier. Then mine’s thirteen. Thirteen. ? Mine is nine."," Nine? Okay. Uh, I want, uh, Merle and Taako to go ahead and make perception checks for me. ",Perception
Perception,"you just sort of hear the sound of... of gooshing above you. Well, another successful battle. [laughter] Uhh.. Actually, you’re still in order! Uh, next in the order is Taako.", Uh...can I make a perception check? ,Perception
Nature,"to gather up... the fungus for future use? Uh, if you wanna try and, and pick some of the fungus I’ll-- No, it’s the poison! Hold on Magnus Merle -", I’ll let you do it with a nature check if you want. ,Nature
Nature,"of the fungus I’ll-- No, it’s the poison! Hold on Magnus Merle - I’ll let you do it with a nature check if you want. What’s an age check? Nature.", Nature check. ,Nature
Nature,"fungus I’ll-- No, it’s the poison! Hold on Magnus Merle - I’ll let you do it with a nature check if you want. What’s an age check? Nature. Nature check.", Nature check. I’m terrible at nature. ,Nature
Perception,"- it is, uh, decidedly, uh, taken care of. [ triumphantly laughs] Kudos all around, gentlemen. Yeah that was a - that was a very quick uh, quick grinder battle."," But, uh, I wanna make a perception check - ",Perception
Perception,"grinder battle. But, uh, I wanna make a perception check - The orc woman leans back in to go “I was like - Oh, shit.” Orc Woman Oh shit, okay."," I wanna make a perception check to see if the idea of, like, what I was thinking about what would have happened to us if we had gotten caught in that; I wanna make a perception check to see if, the concept of ground meat would occur to me. ",Perception
Perception,"grinder battle. But, uh, I wanna make a perception check - The orc woman leans back in to go “I was like - Oh, shit.” Orc Woman Oh shit, okay."," I wanna make a perception check to see if the idea of, like, what I was thinking about what would have happened to us if we had gotten caught in that; I wanna make a perception check to see if, the concept of ground meat would occur to me. ",Perception
Persuasion,"uh, what’s your Christian name? What, what were you, your born name - I, uh - Black Spider sounds formal. Black Spider It’s not very serious, is it? [ chuckles]"," Uh, ‘kay, do you have a, uh, check - a Persuasion check, a, uh, do a Persuasion check. ",Persuasion
