skill,backward_text,original_name
Persuasion,"Stands up. he does not have the impressive marks of conflict of he dwarf, his bandage across his forearm covers the slice made by the arrow, ""I too would wish to ask to be heard.  The boy is a truthsayer: he has not denied his actions. More, he has carried out what he commits to do.  The villagers of Stoneyford have told us that he always looked out for Brunhild: when says that the husband had a weakness for ale, we can believe it. When says the husband became less than a man when drunk we can believe that too. It is commonly known in the village. When says his hand held the knife that killed Rathvic, we should believe that too: what man, or boy, would say that other than an honest one? He swore to us to return. He did so, with no fuss. He came willingly. He knows he has wronged. He has faith in the justice of his people and his lord. What justice would I give such a boy? He is young, he has made mistakes, But he has also made amends. He still carries the wound he got defending the village: he has given his blood once. His good actions should tip the scales of justice back in his favour: weeks ago he took a life to protect another life. Yestereve he took lives again to protect his whole village. Would Williferd be here without him? It is my view that the boy has grown away from his mistake. If he is allowed to get older, he will be a great protector of the land. Even now he offers his life, here in this sacred place: because he knows the law of this land must be held, for the benefit of all its dwellers. The law is the law. But laws serve people: and they do it best when justice is delivered. Justice here is clear: the scales balance. I have no call for any vengeance on this boy's head. he has lost his friends and family already.  If there has been a failure: we have failed to protect the people he loved the most. We owe him his life and his livliehood.I have spoken. I thank the court for their attention. But I will make this offer: if the will of the court is still against this boy: let us have him. We will take him into exile with us.  We will be gone soon.""(Better try my luck with Persuade: will obviously add +7 Hope to weigh things in 's favour if needed ) ",Persuade
Insight," remained silent while his companions began to speak in defence of . He did not feel to be up to his eloquent friends. Then he looked at the faces of the people summoned to the Carrock. He wondered what lever might be useful to move their hearts and minds. Which of the cunning words of his companions spotted on and which left them unmoved. Meanwhile words began to come to his mouth too, but he kept them inside, feeling it was not the right time to reveal them. Feeling they were not ripe enough.The words which pushed to be spoken where Brunhild’s words. The words she had promised to speak during the judgement, the words she could not took to the Carrok then, too cold was her mouth, too far her soul.(OOC: insight to get bonus dice. Question: scene is changed, isn't it? Thus the fellowship pool has been replenished right? Did remain a fellowship point or two from the previus scene to add to the character pool?) ",Insight
Insight,"(will roll Insight initially to see if any edge can be achieved:) 's patience (trait) tend sto me he is more than content  to observe and not to rush in. These superior sorts of elves deeply impress him, so he is keen to see their reactions to his friend Larsi. Considering the fabled animosity of the two peoples, he may see how accepting these mystic folk are.Observing closely, the elf lord's eyes light up a little when special mention is made by Larsi of good fortune in chasing Orcs. The eagerness of the elf lord to be away and to deal with orcs trespassing on his own lands is one thing in their favour. It seems wise to suggest how prepared they all are to take on this duty of care and allow the son of Thranduil - Dale's bells! its an elven prince!- ..allow  this son of Thranduil to be on his way.(one success dice earnt with Gandalf being rolled) ",Insight
Persuasion,"(Thinking hard before speaking, "" This is a prince and an elf woman that even the prince reveres. She must be particularly important. Elf magic user too, maybe. Do not put your foot in your mouth!"")His nerves get the better of him at first: but before he completely loses his tongue, he forces himself to calm down (spend 1 hope) and to slow down, so that the words can be heard clearly: instead of rushing out.(+5 to courtesy roll to make a success ?)""Can I, er, may I,  introduce myself? I am Jormund, son of , no, apologies:  , son of Jormund.  I have the fortune  to be with this gallant party and we are all well seasoned travellers, prepared to depart at any moment that is to your convenience.  We travel light and fast, and as my comrade has remarked, we are not daunted by the forest; nor shall we be when we reach the mountains. "" ",Courtesy
Intimidation,I am swift and keen-eyed.  I know the orc lore passed down from my forefathers and experienced in the wilds.  My sword is sharp and my arm strong. I will be your defender to ensure the path is clear to your destination. ,Awe
Insight,(again will attempt Insight for this encounter with the elven lady. He was lucky enough to see something in the elf lords manner. This elven beauty has a matching laugh: not at all expected from one who at first appeared so reserved and ..haughty) ,Insight
Persuasion,"""What can a man, even a man of Dale, offer a great and noble lady of elfkind?  I cannot pretend to know as much of the world as one so wise. I come from a young kingdom, freshly restored.   My king, the dragonslayer, is a brave man: and to his example we men of Dale do hold. The Lord has recommended me as one of this party. To that I shall aspire. What I can do, I will. What you ask of me, I will endeavour to achieve.  The road we take is new to me, yet others here know of it. I trust my friends. I will do all my mind and body can deliver to be worthy of their trust and yours.""  ",Persuade
Insight,(ooc: insight to understand how these haughty elves came to ask the help of those mortals who they had left out of their beautiful door) ,Insight
Athletics,"A hell of a shot. The tall, prickly cactus comes down as intended: right across the road. One rider tries to jump it, while the other desperately yanks back the reins to stop his horse before hitting the large cactus.  ",Jump
Investigation,"""With respect Mr Carndinelli...""Joe could feel his hackles rise at the jibe. He maintained his cool and reflected that maybe his old boss was right after all. A young Lupo wouldn't have sat down for an insult.""We could be a simple solution to a new disruption, but only if we handle this in our own way.""""The sooner we get rid of the situation, the sooner everyone gets back to business.""""If we act as free agents, there's no come-back for you. If you want justice, there's nothing to stop you from putting Jimmy Styx and his crew on the problem. If he gets them, then you can have all the justice you like.""""It's a no-lose situation for you. All it will cost you is a little information, and I would personally appreciate this.""There was the line that Joe assumed that the old mob boss was expecting, a recognition that this would put Joe in debt to him. ",Investigate
